URI	ID	Name	Environment	Provisioner	Instance type	Architecture	CPU	CPU Cores	RAM	Kernel	OS	Dedicated instance	Disabled deeper C-states	Disabled turbo boost	Disabled hyper-threading	Time
2021_08_11_13_57_1_aws_arm64_c6g_4xlarge	aws_arm64_c6g_4xlarge	AWS ARM64 (c6g.4xlarge)	aws	host	c6g.4xlarge	aarch64		16	30 GB	4.14.238-182.422.amzn2.aarch64	Amazon Linux 2	0	0	0	0	2021-08-11 13:57
