Test name	Test warmup	Test iterations	Test requests	PHP	PHP Commit hash	PHP Commit URL	Min	Max	Std dev	Average	Average diff %	Median	Median diff %	Memory usage
Wordpress	10	25	20	PHP 8.1	a87ccc7ca2644e327c210e68b4d98df98ad33523	https://github.com/php/php-src/commit/a87ccc7ca2644e327c210e68b4d98df98ad33523	0.59596	0.60694	0.00206	0.59729	0.00	0.59697	0.00	42.10
Wordpress	10	25	20	PHP 8.2	686afc10bfe2fad59c8b552f60d34441e7e67d18	https://github.com/php/php-src/commit/686afc10bfe2fad59c8b552f60d34441e7e67d18	0.59193	0.59465	0.00060	0.59310	-0.70	0.59299	-0.67	42.40
Wordpress	10	25	20	PHP 8.3	04418ede7a9fab4358b5d2677621fc7fc22a0aab	https://github.com/php/php-src/commit/04418ede7a9fab4358b5d2677621fc7fc22a0aab	0.59325	0.59624	0.00070	0.59432	-0.50	0.59424	-0.46	42.32
Wordpress	10	25	20	PHP 8.4	338be9dd9c9be823ac3837ab28b11667ba9e33eb	https://github.com/php/php-src/commit/338be9dd9c9be823ac3837ab28b11667ba9e33eb	0.57679	0.57983	0.00067	0.57794	-3.24	0.57800	-3.18	42.60
Wordpress	10	25	20	PHP 8.4 (JIT)	678a481f62db7776156bc69eaa87aaf2ec9e6673	https://github.com/php/php-src/commit/678a481f62db7776156bc69eaa87aaf2ec9e6673	0.57682	0.57870	0.00047	0.57774	-3.27	0.57767	-3.23	42.60
bench.php	5	5	0	PHP 8.1	a87ccc7ca2644e327c210e68b4d98df98ad33523	https://github.com/php/php-src/commit/a87ccc7ca2644e327c210e68b4d98df98ad33523	0.22076	0.22379	0.00114	0.22267	0.00	0.22308	0.00	25.39
bench.php	5	5	0	PHP 8.2	686afc10bfe2fad59c8b552f60d34441e7e67d18	https://github.com/php/php-src/commit/686afc10bfe2fad59c8b552f60d34441e7e67d18	0.21432	0.21849	0.00151	0.21552	-3.21	0.21486	-3.68	25.26
bench.php	5	5	0	PHP 8.3	04418ede7a9fab4358b5d2677621fc7fc22a0aab	https://github.com/php/php-src/commit/04418ede7a9fab4358b5d2677621fc7fc22a0aab	0.21524	0.21610	0.00030	0.21559	-3.18	0.21543	-3.43	25.33
bench.php	5	5	0	PHP 8.4	338be9dd9c9be823ac3837ab28b11667ba9e33eb	https://github.com/php/php-src/commit/338be9dd9c9be823ac3837ab28b11667ba9e33eb	0.23193	0.23282	0.00033	0.23253	4.43	0.23266	4.30	26.01
bench.php	5	5	0	PHP 8.4 (JIT)	678a481f62db7776156bc69eaa87aaf2ec9e6673	https://github.com/php/php-src/commit/678a481f62db7776156bc69eaa87aaf2ec9e6673	0.21484	0.21612	0.00051	0.21554	-3.20	0.21558	-3.36	26.01
micro_bench.php	5	5	0	PHP 8.1	a87ccc7ca2644e327c210e68b4d98df98ad33523	https://github.com/php/php-src/commit/a87ccc7ca2644e327c210e68b4d98df98ad33523	1.35427	1.36799	0.00502	1.35877	0.00	1.35627	0.00	19.54
micro_bench.php	5	5	0	PHP 8.2	686afc10bfe2fad59c8b552f60d34441e7e67d18	https://github.com/php/php-src/commit/686afc10bfe2fad59c8b552f60d34441e7e67d18	1.37761	1.38736	0.00323	1.38232	1.73	1.38228	1.92	19.53
micro_bench.php	5	5	0	PHP 8.3	04418ede7a9fab4358b5d2677621fc7fc22a0aab	https://github.com/php/php-src/commit/04418ede7a9fab4358b5d2677621fc7fc22a0aab	1.31011	1.33389	0.00923	1.31797	-3.00	1.31280	-3.21	19.59
micro_bench.php	5	5	0	PHP 8.4	338be9dd9c9be823ac3837ab28b11667ba9e33eb	https://github.com/php/php-src/commit/338be9dd9c9be823ac3837ab28b11667ba9e33eb	1.36869	1.37560	0.00270	1.37171	0.95	1.37056	1.05	20.26
micro_bench.php	5	5	0	PHP 8.4 (JIT)	678a481f62db7776156bc69eaa87aaf2ec9e6673	https://github.com/php/php-src/commit/678a481f62db7776156bc69eaa87aaf2ec9e6673	1.36729	1.38077	0.00539	1.37439	1.15	1.37557	1.42	20.26
